sourceName,double,speed,length,Asym
1,0.33,2.594846099,23.62204724,0
1,0.28,2.482999284,24.01574803,0
1,0.274,3.511989979,26.37795276,0
1,0.308,2.617215462,30.70866142,0
1,0.334,2.304044381,31.49606299,0
1,0.287,3.221188261,24.80314961,0
1,0.3,3.489620616,20.47244094,0
1,0.306,2.505368647,28.74015748,0
1,0.268,2.013242663,25.98425197,0
1,0.269,3.109341446,25.59055118,0
1,0.271,2.751431639,31.88976378,0
1,0.296,2.68432355,31.49606299,0
1,0.268,3.489620616,30.70866142,0
1,0.265,3.422512527,27.55905512,0
1,0.26,3.355404438,30.70866142,0
1,0.253,2.773801002,31.88976378,0
1,0.25,3.422512527,30.70866142,0
1,0.254,3.534359341,33.46456693,0
1,0.254,3.467251253,33.85826772,0
1,0.263,3.869899785,33.85826772,0
1,0.307,3.959377237,33.85826772,0
1,0.297,3.914638511,31.88976378,0
1,0.296,3.892269148,24.01574803,0.07
1,0.291,3.668575519,24.40944882,0
1,0.289,2.281675018,25.98425197,0
1,0.307,2.460629921,29.13385827,0
1,0.305,2.863278454,29.52755906,0
1,0.309,3.019863994,25.59055118,0.07
1,0.278,3.042233357,26.77165354,0
1,0.237,2.729062276,24.01574803,0
1,0.315,2.68432355,29.13385827,0.08
1,0.281,2.594846099,34.2519685,0
1,0.273,3.288296349,22.83464567,0
1,0.318,4.183070866,29.52755906,0
1,0.273,2.393521832,29.13385827,0
1,0.279,3.243557623,22.83464567,0
1,0.287,3.310665712,30.31496063,0
1,0.27,2.035612026,27.55905512,0
1,0.27,3.400143164,26.37795276,0
1,0.248,3.131710809,31.49606299,0
1,0.241,2.930386543,31.88976378,0
1,0.239,3.511989979,35.03937008,0
1,0.283,3.534359341,35.82677165,0.03
1,0.311,4.071224052,34.64566929,0
1,0.291,4.183070866,28.34645669,0
1,0.247,4.093593414,25.19685039,0
1,0.292,3.221188261,29.52755906,0
1,0.306,2.68432355,33.85826772,0.02
1,0.293,3.176449535,28.74015748,0
1,0.311,4.026485326,26.37795276,0
1,0.332,2.997494631,26.77165354,0
1,0.294,2.572476736,27.16535433,0
1,0.297,2.885647817,21.25984252,0
1,0.301,2.729062276,28.34645669,0
1,0.288,1.61059413,25.98425197,0
1,0.294,2.885647817,26.77165354,0
1,0.299,2.930386543,28.34645669,0
1,0.289,2.68432355,25.98425197,0
1,0.291,2.930386543,26.77165354,0
1,0.271,2.796170365,28.34645669,0.01
1,0.234,2.751431639,27.16535433,0
1,0.231,2.997494631,31.88976378,0
1,0.239,2.952755906,34.64566929,0.02
1,0.262,3.534359341,35.82677165,0
1,0.298,4.183070866,35.43307087,0
1,0.28,4.406764495,32.28346457,0
1,0.324,4.317287044,27.16535433,0
1,0.292,3.668575519,30.70866142,0
1,0.297,2.617215462,22.83464567,0
1,0.273,3.265926986,27.55905512,0
1,0.26,2.52773801,25.59055118,0
1,0.254,3.154080172,31.1023622,0
1,0.271,2.975125268,32.67716535,0
1,0.251,3.44488189,33.46456693,0
1,0.254,3.758052971,31.49606299,0
1,0.244,3.869899785,34.2519685,0
1,0.311,3.511989979,34.2519685,0
1,0.33,3.959377237,35.03937008,0
1,0.311,3.892269148,24.01574803,0
1,0.313,4.093593414,17.71653543,0
1,0.315,2.415891195,24.80314961,0
1,0.262,1.946134574,24.40944882,0
1,0.289,2.393521832,23.22834646,0
1,0.311,2.304044381,30.70866142,0
1,0.272,2.415891195,28.74015748,0
1,0.262,3.668575519,24.40944882,0
1,0.273,3.06460272,31.49606299,0
1,0.31,2.482999284,31.49606299,0
1,0.284,3.534359341,30.70866142,0
1,0.289,3.735683608,25.19685039,0
1,0.282,3.422512527,27.95275591,0
1,0.286,2.415891195,29.13385827,0.04
1,0.29,3.086972083,29.92125984,0
1,0.291,3.086972083,29.52755906,0
1,0.302,3.265926986,28.34645669,0
1,0.29,3.176449535,27.55905512,0
1,0.283,3.086972083,25.98425197,0
1,0.282,3.019863994,28.34645669,0
1,0.289,2.773801002,29.52755906,0
1,0.302,3.086972083,29.52755906,0
1,0.257,3.198818898,29.13385827,0
1,0.269,3.176449535,26.37795276,0
1,0.26,2.997494631,32.28346457,0.1
1,0.302,2.90801718,30.31496063,0
1,0.293,3.780422334,33.46456693,0
1,0.274,3.44488189,24.01574803,0
1,0.285,3.847530422,25.59055118,0
1,0.291,2.661954188,30.31496063,0
1,0.292,1.521116679,31.1023622,0
1,0.294,3.176449535,28.74015748,0
1,0.297,3.489620616,29.13385827,0
1,0.293,3.154080172,27.95275591,0
1,0.285,3.109341446,28.34645669,0
1,0.304,3.019863994,27.95275591,0
1,0.319,2.952755906,25.59055118,0
1,0.264,2.863278454,27.95275591,0
1,0.271,2.796170365,25.19685039,0
1,0.268,3.019863994,24.40944882,0
1,0.276,2.572476736,32.67716535,0
1,0.284,2.37115247,31.49606299,0
1,0.278,3.780422334,31.49606299,0
1,0.297,3.60146743,29.92125984,0
1,0.326,3.623836793,29.13385827,0
1,0.309,3.400143164,29.52755906,0
1,0.28,3.243557623,25.98425197,0
1,0.3,3.288296349,21.25984252,0
1,0.288,2.840909091,22.04724409,0.01
